Dates,GN.co,CARL-B.co,DANSKE.co,MAERSK-B.co,NVO,STO,FLS.co,NZYM-B.co,0384.hk,HM-B.st,ERIC-B.st,NDA-DKK.co,MSFT,DNORD.co,WMT,TEVA,EAC.co,NKT.co,1088.hk,LUN.co,BAVA.co,VWS.co,GEN.co,ALK-B.co,TOPO.co,TKDV.co,TORM.co,NEUR.co,SAP.de,C,PG,JNJ
2013-11-20,90.25,524.50,106.90,8536.00,158.69,25.77,345.20,161.20,4.26,227.50,59.95,57.60,29.49,152.90,74.05,41.10,122.50,204.00,30.10,106.00,49.70,40.60,73.70,372.00,2.30,14.00,2.74,4.25,55.11,32.75,69.45,69.13
2013-11-19,90.40,530.50,107.10,8560.00,161.03,25.90,344.80,161.80,4.26,229.90,60.05,56.80,29.66,152.00,73.75,41.22,122.00,204.00,30.10,106.90,49.20,39.96,75.15,373.50,2.39,13.90,3.22,4.31,54.81,33.26,68.79,68.96
2013-11-18,89.50,528.50,107.00,8552.00,161.04,25.53,343.40,163.20,4.21,229.60,60.10,55.50,29.86,151.20,74.20,40.79,120.50,204.00,30.15,105.80,49.90,37.90,75.95,373.00,2.59,13.80,3.08,3.90,55.05,34.06,69.17,69.00
2013-11-15,89.40,526.00,107.80,8464.00,163.63,25.53,339.20,165.00,4.22,232.80,60.40,55.50,30.03,152.50,74.72,40.53,121.50,203.00,29.85,107.10,51.50,35.60,77.75,374.00,2.68,13.90,3.15,4.01,54.24,34.96,69.38,69.27
2013-11-14,90.15,535.50,108.00,8536.00,165.40,25.51,345.70,165.40,4.21,232.00,60.10,55.80,29.85,152.70,75.13,40.12,123.00,207.80,30.15,108.30,53.00,37.32,78.90,373.50,2.70,13.70,3.06,3.93,55.03,34.77,69.63,69.65
2013-11-13,89.15,537.50,107.80,8512.00,163.81,25.60,336.80,165.80,4.20,229.50,59.65,54.90,29.78,151.50,75.25,40.34,120.50,206.30,30.10,107.40,53.00,38.05,78.20,374.00,2.65,13.70,3.13,3.85,55.03,34.78,69.10,69.44
2013-11-12,88.75,522.50,107.50,8336.00,161.38,25.33,329.50,163.80,4.17,230.30,59.20,54.70,29.28,151.00,74.14,39.69,120.00,204.90,30.60,106.30,53.00,36.62,79.25,375.00,2.45,13.60,3.13,3.80,54.60,34.60,68.70,68.41
2013-11-11,88.25,519.00,106.50,8112.00,160.94,25.24,330.00,161.50,4.28,230.50,58.05,54.05,28.98,151.00,75.42,39.65,119.00,203.20,30.85,105.60,53.00,35.23,78.50,368.00,2.47,13.60,3.05,3.77,53.50,35.14,68.14,68.22
2013-11-08,88.65,516.00,107.50,8200.00,159.83,25.57,330.00,160.10,4.30,229.60,58.30,54.70,28.95,151.20,75.01,39.49,119.00,199.10,30.85,105.20,51.00,34.98,82.05,364.00,2.41,13.90,2.94,3.65,54.01,35.52,68.00,67.97
2013-11-07,88.70,513.50,104.50,8000.00,160.80,25.54,328.10,161.20,4.30,229.20,58.70,54.30,29.20,154.40,75.81,39.44,118.50,198.00,31.30,104.80,52.00,34.22,82.05,368.00,2.44,13.50,3.04,3.65,54.19,34.75,67.94,67.97
2013-11-06,89.70,516.50,104.30,8032.00,164.84,25.72,323.90,162.20,4.30,233.80,57.85,54.60,29.51,153.20,77.15,39.45,117.00,194.00,31.25,105.40,51.50,34.25,81.90,366.00,2.54,13.60,2.90,3.37,54.85,36.66,68.71,68.60
2013-11-05,90.20,521.50,106.80,8184.00,167.09,26.11,333.20,164.20,4.12,235.40,58.90,54.95,29.49,154.50,76.91,40.23,118.50,195.50,31.45,105.90,51.00,34.53,83.55,365.00,2.50,14.00,2.85,3.25,55.48,37.25,69.00,69.55
2013-11-04,89.40,519.50,105.80,8176.00,167.35,26.30,338.90,163.20,4.16,236.50,59.05,54.65,29.59,155.50,77.03,40.80,117.50,199.50,32.60,104.80,51.50,34.50,86.85,368.00,2.52,14.00,2.72,3.54,54.80,38.43,69.47,71.00
2013-11-01,90.50,516.00,106.40,8264.00,167.31,26.19,347.90,163.00,4.20,235.80,60.60,55.20,29.50,156.90,76.56,41.41,118.00,205.00,33.30,103.70,52.00,34.50,86.20,366.00,2.52,13.60,2.76,3.78,54.75,38.42,69.47,72.52
2013-10-31,90.15,518.50,104.10,8144.00,168.00,25.78,346.40,163.30,4.24,233.50,59.95,54.80,28.64,156.00,75.62,40.49,117.00,205.20,33.40,104.00,51.50,32.93,87.00,366.00,2.50,13.80,2.72,3.79,54.40,37.16,68.57,71.86
2013-10-30,89.65,513.00,105.70,8080.00,170.11,25.74,340.50,160.40,4.19,233.40,59.75,54.40,28.00,156.30,75.65,40.83,116.00,201.60,33.35,103.50,52.50,31.36,84.85,363.00,2.43,13.80,2.54,4.48,53.19,37.72,68.50,71.78
2013-10-29,87.35,503.50,103.70,8000.00,167.21,24.74,338.00,156.50,4.19,227.90,58.70,53.30,28.05,155.30,74.76,40.12,113.50,196.40,33.35,100.60,52.00,31.13,82.85,383.50,2.40,13.90,2.76,4.19,52.86,36.89,67.44,70.89
2013-10-28,89.15,509.50,101.70,8000.00,167.42,24.53,345.00,154.50,4.16,225.40,58.60,51.80,27.90,153.60,74.82,40.63,114.00,195.20,32.90,101.00,52.00,32.25,83.50,388.00,2.40,13.70,2.75,4.04,55.07,37.30,68.08,70.74
2013-10-25,90.70,510.00,103.70,8032.00,157.74,24.73,343.50,159.90,4.19,226.90,60.50,51.85,27.88,151.00,75.32,40.74,115.00,194.20,33.05,99.50,52.00,31.03,83.40,392.00,2.45,13.70,2.96,4.04,55.00,37.41,70.07,71.14
2013-10-24,91.55,508.50,101.70,8032.00,161.29,24.65,341.80,162.50,4.18,226.80,58.15,52.45,28.21,150.00,75.11,40.39,115.00,190.00,32.20,99.65,51.50,30.73,82.95,393.00,2.50,13.30,2.90,4.07,55.24,36.60,69.44,70.90
2013-10-23,90.30,510.00,103.70,8048.00,8048.00,8048.00,340.50,164.40,4.19,225.10,58.05,52.70,52.70,150.40,150.40,150.40,114.00,189.80,32.30,99.35,52.50,30.22,82.50,388.50,2.55,13.30,2.77,4.05,55.52,55.52,55.52,55.52
